Case ID,Case number,Registered,Days in court,Category,Topic,Court,Judge,Decision,PDF link,Plaintiff Name,Plaintiff INN,Plaintiff OKFS,Defendant Name,Defendant INN,Defendant OKFS,Third-party Name,Third-party INN,Third-party OKFS,Other Name,Other INN,Other OKFS
b98d9e4e-be86-4d1d-8dcc-203cb4729898,А77-1306/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Хасиев М. С-А.,Выдать судебный приказ (ст.229.6 АПК),http://kad.arbitr.ru/Kad/PdfDocument/b98d9e4e-be86-4d1d-8dcc-203cb4729898/8f40023e-08f3-40c6-90ae-0c0a5492c151/A77-1306-2019_20191230_Sudebnyj_prikaz.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,ИП Мусаев Алихан Алиевич,201600591641,16,,,,,,
f808cd58-3182-49ff-a3db-79e8c8597140,А77-1291/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/f808cd58-3182-49ff-a3db-79e8c8597140/481b4ff5-fcff-471e-91b3-22be98cf83b8/A77-1291-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,ТИК Старопромысловского района г. Грозного,2016079881,13,,,,,,
d6bce56f-a705-4298-9e8e-377b665885c2,А77-1310/2019,12/25/2019,63,Civil,В связи с неисполнением или ненадлежащем исполнением обязательств из совершения с землей сделок аренды,CHECHNYA,Исмаилов Р. В.,"Удовлетворить ходатайство (заявление) (АПК); Прекратить производство по делу, Принять отказ от иска (ст.49, 150, 151 АПК)",http://kad.arbitr.ru/Kad/PdfDocument/d6bce56f-a705-4298-9e8e-377b665885c2/b5c46f42-2ddb-4ffc-a4b8-633c72ed7e51/A77-1310-2019_20200225_Opredelenie.pdf,Администрация муниципального образования Тбилисский район,2351007922,14,"ООО ""РУССБИТУМ""",7736618977,16,,,,,,
e0c1b587-9ec6-446e-b197-c60cbba6148a,А77-1289/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/e0c1b587-9ec6-446e-b197-c60cbba6148a/7bf98814-d676-49be-bfe6-695b1f350900/A77-1289-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,ИП Мусаев Алихан Алиевич,201600591641,16,,,,,,
5d726812-e4fb-47db-bb1d-9a156987e7b5,А77-1288/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/5d726812-e4fb-47db-bb1d-9a156987e7b5/d07b2e91-bf06-4796-9cff-e8c8a90f8cb0/A77-1288-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,ИП Мусаев Алихан Алиевич,201600591641,16,,,,,,
e407ee74-3d16-41e9-b21e-2cff67cf816d,А77-1299/2019,12/25/2019,7,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/e407ee74-3d16-41e9-b21e-2cff67cf816d/3b5bb149-137f-4e18-8c72-43f20c4b1467/A77-1299-2019_20191231_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Грозный""",2016002127,16,,,,,,
8c134c33-06eb-4198-87f8-836ffb333c2e,А77-1301/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Хасиев М. С-А.,Выдать судебный приказ (ст.229.6 АПК),http://kad.arbitr.ru/Kad/PdfDocument/8c134c33-06eb-4198-87f8-836ffb333c2e/32149663-fd73-45f3-8ff3-84267a0b783b/A77-1301-2019_20191230_Sudebnyj_prikaz.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""ИМПЕРИЯ""",2016079306,16,,,,,,
945bcdfd-6cf1-4dee-b039-747bb252b7e8,А77-1302/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Хасиев М. С-А.,Выдать судебный приказ (ст.229.6 АПК),http://kad.arbitr.ru/Kad/PdfDocument/945bcdfd-6cf1-4dee-b039-747bb252b7e8/2b82b474-ade1-43f9-b031-db3781bb7a33/A77-1302-2019_20191230_Sudebnyj_prikaz.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"ГУП ""Агентство ипотечного жилищного кредитования ЧР""",2016079673,13,,,,,,
6dcf773e-97f9-4df4-a736-5a1b9c3b8bbd,А77-1300/2019,12/25/2019,7,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Хасиев М. С-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/6dcf773e-97f9-4df4-a736-5a1b9c3b8bbd/f7286b7c-adf1-4cff-b014-bf425c090b68/A77-1300-2019_20191231_Opredelenie.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"Муниципальное бюджетное дошкольное общеобразовательное учреждение ""Детский сад №94 ""Золушка"" г. Грозного",2016082796,14,,,,,,
d0b191c2-8dbf-488e-a63d-65fb89ed5665,А77-1286/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/d0b191c2-8dbf-488e-a63d-65fb89ed5665/c6fbbc51-b1dc-42fe-8cd4-0b0ddad7be6c/A77-1286-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,ИП Эрзнукаева Лариса Ганиевна,201600580720,16,,,,,,
d1e92e4e-f439-4203-bccf-25dd17aba783,А77-1311/2019,12/25/2019,66,Civil,Неосновательное обогащение,CHECHNYA,Зубайраев А. М.,Удовлетворить иск полностью или частично,http://kad.arbitr.ru/Kad/PdfDocument/d1e92e4e-f439-4203-bccf-25dd17aba783/8e5fc761-c322-4105-949e-7b2986236ae1/A77-1311-2019_20200228_Reshenie.pdf,"ООО ""Механизация""",5040139738,16,"ООО ""Рубин""",7725400778,16,,,,,,
1201c099-6249-4695-b4a7-4ca2a3e908fc,А77-1304/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Хасиев М. С-А.,Выдать судебный приказ (ст.229.6 АПК),http://kad.arbitr.ru/Kad/PdfDocument/1201c099-6249-4695-b4a7-4ca2a3e908fc/45a9143e-2eda-4238-b8ec-5f7650fa43df/A77-1304-2019_20191230_Sudebnyj_prikaz.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Молочная компания ""Кавказское здоровье""",2016003642,16,,,,,,
27bd48af-90e5-4910-84ca-c5163fdf171f,А77-1250/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/27bd48af-90e5-4910-84ca-c5163fdf171f/0c8b4e8e-830c-49dc-9248-081c4481ae15/A77-1250-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Продюсерский центр им. Айнди Исаева ""Звездный путь""",2016004212,16,,,,,,
eb2227e9-9a5f-416a-bd92-5306dab6ba9b,А77-1293/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/eb2227e9-9a5f-416a-bd92-5306dab6ba9b/582fc71f-913d-4fc4-b705-5160a244a251/A77-1293-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Строительно-Производственная Компания ""РОСТ""",2016001772,16,,,,,,
5af08cc7-dcf2-4f70-a7c1-ba4f3d245967,А77-1297/2019,12/25/2019,7,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/5af08cc7-dcf2-4f70-a7c1-ba4f3d245967/182a7550-57fe-4a80-92ca-2f5128ebf77a/A77-1297-2019_20191231_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Грозный продакшн""",2016003770,16,,,,,,
1c0646ef-1aa5-4a49-abfb-c486c31935be,А77-1290/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/1c0646ef-1aa5-4a49-abfb-c486c31935be/9e764bc5-f327-47d8-818b-95ddb97d9c9d/A77-1290-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Продюсерский центр им. Айнди Исаева ""Звездный путь""",2016004212,16,,,,,,
8e31b4c4-8005-4795-9523-9c0f67433cda,А77-1295/2019,12/25/2019,7,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/8e31b4c4-8005-4795-9523-9c0f67433cda/0e569aeb-155e-41f6-923f-e40ac4387a29/A77-1295-2019_20191231_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Строительно-Производственная Компания ""РОСТ""",2016001772,16,,,,,,
bcb3db24-829b-45ab-a67b-101b32026a24,А77-1254/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/bcb3db24-829b-45ab-a67b-101b32026a24/09ce350e-1077-4c9f-a2ca-51dcef28ce0f/A77-1254-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""ЧАЙМОХК""",2016002462,16,,,,,,
3d39e859-c69f-4489-a23f-ad0378abdaee,А77-1281/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/3d39e859-c69f-4489-a23f-ad0378abdaee/67c04b0f-d34f-4d94-91c1-f02c85860d0f/A77-1281-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Профит""",2016003970,16,,,,,,
f2b27018-a79b-4cff-8bbe-25dc4d81eb2e,А77-1255/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/f2b27018-a79b-4cff-8bbe-25dc4d81eb2e/26cab93b-ac89-428b-a496-e3f816c21825/A77-1255-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Торгстрой""",2014017424,16,,,,,,
73ba1556-9830-4b99-b19e-e8ee593fae07,А77-1274/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/73ba1556-9830-4b99-b19e-e8ee593fae07/35add85b-237e-499f-835f-abb997a7a39c/A77-1274-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""ЧАЙМОХК""",2016002462,16,,,,,,
a8aad6dd-a611-4761-9376-9c63fd1d3972,А77-1251/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/a8aad6dd-a611-4761-9376-9c63fd1d3972/8354ee86-c598-4daf-a9a8-d91f16c3d994/A77-1251-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Грозный""",2016002127,16,,,,,,
59d2fb4b-5d59-4e6c-ae3a-d09af87ba944,А77-1277/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/59d2fb4b-5d59-4e6c-ae3a-d09af87ba944/e162e0bb-54f6-4db5-972e-8e96de39787d/A77-1277-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ОО ""Эко-Ойл""",2016001910,16,,,,,,
ae370f77-403b-479c-ac4c-6e408c9b1b8f,А77-1280/2019,12/25/2019,7,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Выдать судебный приказ (ст.229.6 АПК),http://kad.arbitr.ru/Kad/PdfDocument/ae370f77-403b-479c-ac4c-6e408c9b1b8f/b9db9d1d-4f2b-4cb3-afaf-1abb5c78d9ef/A77-1280-2019_20191231_Sudebnyj_prikaz.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО УК ""АРС_888""",2016003120,16,,,,,,
aea40994-825b-43c2-b857-05ffc617ccab,А77-1275/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/aea40994-825b-43c2-b857-05ffc617ccab/f2bc415f-91c5-451d-b775-193e8f5c8a1f/A77-1275-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Симбиоз""",2016003113,16,,,,,,
d2aa2f64-0341-41a4-875e-ed9346ac5901,А77-1282/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/d2aa2f64-0341-41a4-875e-ed9346ac5901/fb202adf-bde4-4621-a0a2-24ea75d8d95f/A77-1282-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Мегаполис""",2031000854,16,,,,,,
a9f6b7ad-3b94-426e-ab8f-c2fbf386e0b5,А77-1268/2019,12/25/2019,7,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/a9f6b7ad-3b94-426e-ab8f-c2fbf386e0b5/d521d819-5e04-4b9a-9b7f-3cb607f3f006/A77-1268-2019_20191231_Opredelenie.pdf,ГУ УПФР в г. Грозный и Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Арго""",2016003995,16,,,,,,
872e6741-7806-4850-b832-b96bc13e91b1,А77-1272/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/872e6741-7806-4850-b832-b96bc13e91b1/5e92ba4b-875f-4616-bff9-dcdd40f24cfc/A77-1272-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Продюсерский центр им. Айнди Исаева ""Звездный путь""",2016004212,16,,,,,,
cdc8e3b1-c06c-4f99-a990-b4212f74cb1e,А77-1285/2019,12/25/2019,6,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/cdc8e3b1-c06c-4f99-a990-b4212f74cb1e/fdec3eb1-86ad-42cc-95e1-c39e67847374/A77-1285-2019_20191230_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""Колизей""",2016080943,16,,,,,,
ee431017-aa39-47a9-b242-04c311393bb5,А77-1278/2019,12/25/2019,3,Administrative,"О взыскании в Пенсионный фонд обязат. платежей и санкций с организаций и граждан, если не предусмотрен иной порядок их взыскания",CHECHNYA,Ташухаджиев Р. Н-А.,Отказать в принятии заявления о выдаче судебного приказа (ч.3 ст.229.4 АПК),http://kad.arbitr.ru/Kad/PdfDocument/ee431017-aa39-47a9-b242-04c311393bb5/7d7144fb-2a01-43ea-ad8c-8e18a4b7157e/A77-1278-2019_20191227_Opredelenie.pdf,ГУ УПФР в г. Грозный Грозненском муниципальном районе ЧР,2014025270,12,"ООО ""1С-Парус""",2016003321,16,,,,,,
